id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28291950,Pike Place Nebula,207109604,Ginosi,Downtown,Pike-Market,47.61015103,-122.3428254,Entire home/apt,275,1,1,10/15/2018,0.94,68,364
28291971,Pike Place Navy,207109604,Ginosi,Downtown,Pike-Market,47.61158365,-122.3423969,Entire home/apt,275,1,0,,,68,342
28291994,Pike Place Millennium,207109604,Ginosi,Downtown,Pike-Market,47.60998782,-122.3424693,Entire home/apt,275,1,0,,,68,363
28292009,Pike Place Magenta,207109604,Ginosi,Downtown,Pike-Market,47.60972193,-122.3423007,Entire home/apt,275,1,0,,,68,358
28292020,Pike Place Lilac,207109604,Ginosi,Downtown,Pike-Market,47.60976957,-122.3412307,Entire home/apt,275,1,0,,,68,360
28292047,Pike Place Lavender,207109604,Ginosi,Downtown,Pike-Market,47.6115505,-122.342453,Entire home/apt,275,1,0,,,68,363
28292058,Pike Place Indigo,207109604,Ginosi,Downtown,Pike-Market,47.61049811,-122.3427668,Entire home/apt,275,1,0,,,68,340
28292080,Pike Place Jasmine,207109604,Ginosi,Downtown,Pike-Market,47.60980812,-122.3429046,Entire home/apt,275,1,1,10/21/2018,1,68,362
28292113,Pike Place Green,207109604,Ginosi,Downtown,Pike-Market,47.61142995,-122.3421883,Entire home/apt,275,1,0,,,68,334
28292158,Pike Place Gamma,207109604,Ginosi,Downtown,Pike-Market,47.61053724,-122.3430413,Entire home/apt,275,1,0,,,68,360
28292206,Pike Place Forest,207109604,Ginosi,Downtown,Pike-Market,47.61045383,-122.3425656,Entire home/apt,275,1,0,,,68,365
28292219,Pike Place Eclipse,207109604,Ginosi,Downtown,Pike-Market,47.61164668,-122.3423257,Entire home/apt,275,1,2,10/5/2018,1.4,68,364
28292334,Pike Place Eclipse,207109604,Ginosi,Downtown,Pike-Market,47.60981966,-122.3416385,Entire home/apt,275,1,0,,,68,361
28292421,Pike Place Cherry,207109604,Ginosi,Downtown,Pike-Market,47.61109453,-122.3423914,Entire home/apt,275,1,0,,,68,362
28292440,Pike Place Cardinal,207109604,Ginosi,Downtown,Pike-Market,47.60989074,-122.341338,Entire home/apt,275,1,0,,,68,359
28292455,Pike Place Blue,207109604,Ginosi,Downtown,Pike-Market,47.60992407,-122.3425402,Entire home/apt,275,1,0,,,68,352
28292471,Pike Place Bell,207109604,Ginosi,Downtown,Pike-Market,47.61041652,-122.342818,Entire home/apt,275,1,0,,,68,364
28292486,Pike Place Aqua,207109604,Ginosi,Downtown,Pike-Market,47.61026384,-122.3425049,Entire home/apt,275,1,0,,,68,349
28292503,Pike Place Andromeda,207109604,Ginosi,Downtown,Pike-Market,47.60988987,-122.3430731,Entire home/apt,275,1,0,,,68,364
28292522,Pike Place Amber,207109604,Ginosi,Downtown,Pike-Market,47.6110983,-122.3412395,Entire home/apt,275,1,0,,,68,360
28292797,Puget Breeze,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62237243,-122.3611455,Entire home/apt,302,1,0,,,68,22
28292819,Puget Crest,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62399404,-122.3614491,Entire home/apt,302,1,0,,,68,55
28292843,Puget Eclipse,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.6223778,-122.3614463,Entire home/apt,302,1,0,,,68,56
28293023,Puget Gold,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62413561,-122.3612684,Entire home/apt,302,1,0,,,68,42
28293039,Puget Nebula,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62346018,-122.3618233,Entire home/apt,302,1,0,,,68,14
28293081,Puget Overlook,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.6228783,-122.361512,Entire home/apt,302,1,0,,,68,41
28293112,Puget Stars,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62255517,-122.3630421,Entire home/apt,302,1,0,,,68,14
28293134,Puget Sunrise,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62374517,-122.3618381,Entire home/apt,302,1,0,,,68,27
28293156,Puget View,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62350509,-122.3630191,Entire home/apt,302,1,0,,,68,24
28293189,Puget Navy,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62280033,-122.3632275,Entire home/apt,349,1,0,,,68,14
28293214,Puget Seaside,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62339962,-122.3634348,Entire home/apt,349,1,0,,,68,56
28293234,Puget Skyline,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.6227183,-122.3612304,Entire home/apt,349,1,1,10/21/2018,1,68,57
28293353,Puget Suite,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62274629,-122.3617102,Entire home/apt,349,1,0,,,68,14
28293398,Puget Cirrus,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62208457,-122.3617504,Entire home/apt,334,1,1,9/30/2018,0.64,68,51
28293425,Puget Space,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62384087,-122.3611441,Entire home/apt,334,1,0,,,68,14
28293439,Puget Crossing,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62272619,-122.3633172,Entire home/apt,334,1,0,,,68,34
28293598,Puget Lights,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62382967,-122.3632888,Entire home/apt,334,1,0,,,68,56
28293622,Puget Garden,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62284288,-122.3617171,Entire home/apt,334,1,0,,,68,23
28293651,Puget Blue,207109604,Ginosi,Queen Anne,Lower Queen Anne,47.62366789,-122.3619652,Entire home/apt,369,1,0,,,68,14
28303515,Seattle Ballard House,137416962,Lu,Ballard,West Woodland,47.66885822,-122.3680929,Entire home/apt,110,1,15,10/28/2018,6.52,2,318
28305960,Old Ballard Modern Townhome,84671756,Justin,Ballard,Adams,47.67337099,-122.3863508,Entire home/apt,125,2,6,10/13/2018,2.86,1,49
28306339,Downtown Seattle Royal One Bedroom Suite,17981722,Doing Right Rentals,Cascade,South Lake Union,47.62579681,-122.3306873,Entire home/apt,199,1,3,10/7/2018,1.58,15,356
28306348,Ravens Landing: 2BR midcentury West Seattle oasis,75247196,Joe,West Seattle,Fauntleroy,47.51480281,-122.3916877,Entire home/apt,129,1,6,10/17/2018,3.4,1,82
28309197,Downtown Seattle Prestige One Bedroom Suite,17981722,Doing Right Rentals,Cascade,South Lake Union,47.62593034,-122.3297628,Entire home/apt,199,1,4,10/14/2018,2,15,363
28309885,Cozy Urban Family Homestead: 2bdrm Private Apt,133782247,Rose,Ballard,West Woodland,47.66424295,-122.366679,Entire home/apt,75,2,8,10/23/2018,3.58,1,0
28310102,Modern Capitol Hill Apartment,512269,Nick,Capitol Hill,Broadway,47.6157793,-122.3185928,Entire home/apt,185,2,2,9/26/2018,0.92,1,0
28310191,West Seattle Private Suite- Walkable to Everything,42520514,Alison,West Seattle,Genesee,47.56557428,-122.3886111,Entire home/apt,105,2,3,11/7/2018,3,1,72
28313913,"Entire large, private 2 bedroom apartment",107477826,Terry,Other neighborhoods,Greenwood,47.68547876,-122.3491991,Entire home/apt,79,2,5,11/12/2018,3.85,1,351
28314755,Luxury Escapes Seattle The Millionaire Suite,213822753,Aaron,Downtown,Pike-Market,47.61046925,-122.3405134,Entire home/apt,200,1,13,11/12/2018,6.29,3,306
28315650,Luxury Escapes Seattle Golden VIP Suite,213822753,Aaron,Downtown,Pike-Market,47.61145118,-122.342024,Entire home/apt,200,1,20,11/11/2018,9.23,3,343
28316246,Castle with Rooftop Deck & Beautiful Views!,22414188,Grace,Other neighborhoods,Fremont,47.65528267,-122.3541729,Entire home/apt,369,2,6,11/4/2018,3.33,2,274
28317348,Great Alki Waterside Condo,32631462,Johanna,West Seattle,Alki,47.57589924,-122.4192484,Entire home/apt,65,30,0,,,3,151
28333095,Luxury Modern House (Private Room),62217911,Mehdi,Other neighborhoods,Crown Hill,47.69793211,-122.3677802,Private room,70,2,0,,,3,315
28333099,Luxury Modern House in Crown Hill (Private Master),62217911,Mehdi,Other neighborhoods,Crown Hill,47.69819545,-122.3683292,Private room,90,2,0,,,3,315
28334967,Beacon House,213956893,Kelsey,Central Area,Atlantic,47.58817759,-122.3044496,Shared room,45,1,4,9/30/2018,1.97,1,0
28335174,Seattle waterfront houseboat,210564799,Landon,Interbay,Interbay,47.6546214,-122.3801743,Entire home/apt,200,2,6,10/14/2018,2.9,1,177
28336573,Washington Park home with pool steps from the lake,213970596,Meaghan,Central Area,Harrison/Denny-Blaine,47.62986406,-122.2837049,Entire home/apt,540,2,0,,,2,244
28337269,Washington Park Guesthouse,213970596,Meaghan,Central Area,Harrison/Denny-Blaine,47.62951053,-122.283884,Entire home/apt,120,1,4,10/28/2018,3.64,2,256
28337273,"Downtown Seattle ""Amelia"" Loft",17981722,Doing Right Rentals,Central Area,Minor,47.60216527,-122.3131728,Entire home/apt,139,1,6,10/21/2018,3.27,15,358
28340406,Classic Vintage Apartment,122962150,Anthony,Capitol Hill,Broadway,47.63059523,-122.320447,Entire home/apt,100,2,3,11/12/2018,1.32,1,104
28345508,The Best Seattle Condo!,178461977,Abi,Downtown,Belltown,47.61710569,-122.3382964,Entire home/apt,240,2,1,9/30/2018,0.64,1,0
28360333,Private bedroom/bathroom in luxury Belltown apt,5275075,Andrew,Downtown,Belltown,47.61529761,-122.3386617,Private room,135,2,10,11/12/2018,5.88,1,63
28364448,Remodeled Basement Apartment in Magnolia,975121,Ahi,Magnolia,Southeast Magnolia,47.64434782,-122.3868604,Entire home/apt,95,1,15,11/11/2018,7.38,1,248
28368618,2 blocks away from UW large living room apartment,195738995,Angela,University District,University District,47.66643266,-122.3109143,Entire home/apt,139,1,3,10/28/2018,1.61,3,35
28368849,Spacious Home close to Downtown & Alki Beach!,191415204,Andrey,Delridge,Riverview,47.53988765,-122.3529983,Entire home/apt,199,1,13,11/4/2018,6.84,1,32
28370027,Sunset Hill Ballard Bungalow- private room,91013517,Susan,Ballard,Adams,47.67257319,-122.3977319,Private room,45,2,4,10/30/2018,3.08,1,261
28370490,Clean and airy 1BR and bath in peaceful estate,9742213,Evelyn,Central Area,Leschi,47.59179225,-122.294523,Private room,80,1,13,11/13/2018,6.19,1,240
28370943,Unique modern with stunning mountain water views,9272171,Sherif,West Seattle,Alki,47.5698782,-122.4080032,Entire home/apt,300,4,0,,,1,64
28373622,Cozy room 15 Minutes Drive to Downtown or Airport,47948612,Kelly,Beacon Hill,South Beacon Hill,47.53540415,-122.2895998,Private room,35,1,11,11/5/2018,5.16,2,169
28385302,Little House on the Corner - Backyard Cottage,127739147,Gordon,Other neighborhoods,Crown Hill,47.70015571,-122.3720636,Entire home/apt,120,2,2,11/11/2018,2,1,3
28385684,Charming & Clean Downtown Studio,35961304,Marianne,Downtown,Belltown,47.6157097,-122.3403127,Entire home/apt,99,1,9,10/12/2018,4.03,10,312
28386080,The Sun Room - Shared Coed (Left Bottom Bed),26967583,Dario,Capitol Hill,Montlake,47.64228308,-122.3022055,Shared room,25,1,2,9/23/2018,0.95,96,44
28386920,Brand new apartment in front of the light rail!!!,71123092,Mike,Rainier Valley,Brighton,47.53847421,-122.280278,Entire home/apt,100,2,4,9/23/2018,1.88,1,54
28388100,Classic Capitol Hill 1 Bedroom Apartment.,84470311,Parker,Capitol Hill,Broadway,47.62159334,-122.3249585,Entire home/apt,120,2,8,11/11/2018,3.75,7,57
28390083,Viridian Paradise in Heart of Old Ballard,10750669,Carlin,Ballard,Adams,47.67302654,-122.3883341,Entire home/apt,95,1,2,10/24/2018,1.28,1,2
28392220,Modern Studio DT Seattle:Walk to SpNeedle&PikePl!,181484556,Linda,Downtown,Belltown,47.61598603,-122.3444999,Entire home/apt,129,1,14,11/11/2018,6.67,1,44
28392277,Luxury Private BD& BA King bed WaterView Downtown!,25665059,Tatyana,Downtown,Central Business District,47.60563754,-122.3382138,Private room,150,1,16,11/12/2018,8,2,49
28403400,LEED Platinum eco Apartment,4730169,Magic,Downtown,Yesler Terrace,47.60510516,-122.3208748,Entire home/apt,79,1,16,11/14/2018,8.73,9,291
28403987,Spacious Flat in Heart of Fremont / Wallingford!,208905465,Jon,Other neighborhoods,Fremont,47.66092779,-122.346443,Entire home/apt,99,2,7,11/6/2018,3.44,3,23
28404298,Contemporary master bedroom on basement level,52944290,Sergey,Beacon Hill,North Beacon Hill,47.58821532,-122.3061817,Private room,150,1,4,10/7/2018,2.18,1,107
28405951,Private Modern House close to downtown,49112899,Supriya,West Seattle,North Admiral,47.57611214,-122.3743522,Entire home/apt,115,2,8,11/11/2018,3.81,2,72
28406424,"Large, airy apartment in Capitol Hill",615514,Signe,Capitol Hill,Broadway,47.62046737,-122.326551,Entire home/apt,100,4,2,10/15/2018,1.58,1,17
28406785,Dogwood Studio,38374758,Lisa,West Seattle,Genesee,47.56908475,-122.3765886,Entire home/apt,115,2,0,,,1,85
28410480,Spacious and Cozy 5 Bedroom Home,210178431,Jenny,Beacon Hill,Holly Park,47.5433511,-122.2905085,Entire home/apt,400,1,5,10/28/2018,3.26,5,164
28411010,Amazing Capitol Hill Apartment Close to Everything,100208194,Brandon,Capitol Hill,Broadway,47.61745338,-122.3181662,Entire home/apt,200,1,26,11/14/2018,12.58,2,141
28411810,Spacious and Cozy Home,210178431,Jenny,Beacon Hill,Holly Park,47.54206147,-122.2885021,Private room,100,1,1,9/19/2018,0.52,5,164
28411915,Spacious and Cozy Home,210178431,Jenny,Beacon Hill,Mid-Beacon Hill,47.54385886,-122.2897858,Private room,110,1,0,,,5,164
28412034,Spacious and Cozy Home,210178431,Jenny,Beacon Hill,Mid-Beacon Hill,47.54330499,-122.2898532,Private room,75,1,0,,,5,164
28412752,Seward Park 3BR Water and Mountain Views,214513322,Dae,Seward Park,Seward Park,47.5418122,-122.2651387,Private room,249,2,2,10/7/2018,1.3,1,0
28414149,Spacious and Cozy Home,210178431,Jenny,Beacon Hill,Mid-Beacon Hill,47.54358656,-122.2901421,Private room,70,1,0,,,5,164
28414165,Modern private bedroom with private bathroom,181130038,Nadia,Beacon Hill,North Beacon Hill,47.58601854,-122.3161929,Private room,89,1,5,10/21/2018,2.63,1,357
28414569,The Laurelhurst Cottage,17169483,Kathleen,Other neighborhoods,Laurelhurst,47.66059071,-122.289787,Entire home/apt,125,1,2,10/7/2018,1.11,1,72
28433998,"Downtown Seattle ""Cohen"" Studio",17981722,Doing Right Rentals,Central Area,Minor,47.60252595,-122.3144323,Entire home/apt,109,1,7,10/28/2018,3.62,15,338
28435542,Eastlake Loft home with Lake Union Views,188692979,Waterton,Cascade,Eastlake,47.63891666,-122.3255601,Entire home/apt,110,2,13,11/8/2018,7.22,2,219
28436073,Stunning Lake Views in Capitol Hill,214661941,Deborah,Capitol Hill,Broadway,47.6308351,-122.3243548,Entire home/apt,100,1,7,11/9/2018,3.75,1,58
28436293,Nice room 15 Minutes Drive to Downtown or Airport,47948612,Kelly,Beacon Hill,South Beacon Hill,47.53652489,-122.2883863,Private room,65,1,6,10/15/2018,2.86,2,172
28438188,Room in Townhome,16348990,Uv,Other neighborhoods,Green Lake,47.6756028,-122.3235082,Private room,179,1,0,,,2,365
28438429,Charming West Seattle Guest Suite w/ Washer-Dryer,214686534,Ali,Delridge,South Delridge,47.53205474,-122.3598814,Entire home/apt,100,1,6,11/5/2018,4.5,1,173
28438983,Modern Minimalist Guest Suite in Beautiful Madrona,214691367,Michelle,Central Area,Madrona,47.61576828,-122.295183,Entire home/apt,120,1,7,11/11/2018,5,1,72
28443632,New Private Backyard Cottage in West Seattle,210736024,Merly,Delridge,High Point,47.54581503,-122.374812,Entire home/apt,80,2,2,11/3/2018,2,1,361
28443715,Local living in vintage building,15979047,Lexy,Capitol Hill,Broadway,47.61508538,-122.3286236,Entire home/apt,180,3,2,9/30/2018,1.18,1,3
28448631,"Cozy, Comfortable Stay in a Seattle Home",214760776,Melik,Queen Anne,North Queen Anne,47.65195161,-122.367324,Entire home/apt,115,2,3,10/30/2018,1.88,1,80
28458159,"PERFECT STUDIO FOR 2! CLOSE TO ATTRACTIONS, POOL!",174792040,Victoria,Other neighborhoods,Fremont,47.65535302,-122.347883,Entire home/apt,175,1,0,,,6,261
28458504,"2 GUESTS, MINUTES TO ATTRACTIONS! BREAKFAST, POOL!",174792040,Victoria,Other neighborhoods,Fremont,47.65537825,-122.3463544,Entire home/apt,175,1,0,,,6,261
28458979,Crown Hill apartment,62830255,Debbie,Ballard,Whittier Heights,47.69001159,-122.3713849,Entire home/apt,75,1,6,11/11/2018,2.95,1,75
28462579,WATERVIEW APARTMENT 1BR  (DOWNTOWN SEATTLE),204614392,Tyler,Downtown,Central Business District,47.60863991,-122.3382784,Entire home/apt,150,1,7,11/1/2018,4.88,1,166
28463816,5-Star Rated Deal in Seattle! 2 Bed 1.5 Bath,12424870,Aclan,Magnolia,Southeast Magnolia,47.6458156,-122.3844654,Entire home/apt,119,2,9,11/3/2018,4.91,1,10
28464211,"Downtown Seattle ""Sally"" Studio",17981722,Doing Right Rentals,Central Area,Minor,47.60306622,-122.3140855,Entire home/apt,99,1,7,10/28/2018,3.68,15,363
28466215,Comfortably stylish North Seattle NEW Apartment,91102416,Paul,Lake City,Olympic Hills,47.72131719,-122.3116454,Entire home/apt,100,1,12,11/12/2018,6,3,66
28466540,spacious 2 bed/2 bath with kick *ss views,86157147,Lyle,Downtown,First Hill,47.61145747,-122.3295388,Entire home/apt,250,2,8,11/6/2018,4.53,8,122
28469699,NEW Clean & Modern Seattle Home in Prime Location!,214918380,Denis,Other neighborhoods,Crown Hill,47.7027509,-122.3709226,Entire home/apt,95,2,10,11/9/2018,5.77,1,96
28470125,Beautiful master bedroom steps from light rail,51002035,Ryan,Rainier Valley,Brighton,47.54083365,-122.2815537,Private room,65,2,0,,,4,60
28470255,Cute apartment right in front of light rail,70170242,Alejandra,Rainier Valley,Brighton,47.53867016,-122.2795097,Entire home/apt,120,1,1,9/13/2018,0.47,1,26
28471790,Room in creative basement,25900462,Sam,Rainier Valley,Rainier Beach,47.51660121,-122.2677396,Private room,45,2,1,10/8/2018,0.77,1,256
28471854,"1 Bedroom Apt
2 Blocks To Light Rail
Free Parking",52821059,Nick,Beacon Hill,North Beacon Hill,47.58034502,-122.3134317,Entire home/apt,100,1,5,11/3/2018,2.5,1,70
28471944,Modern & Cozy Belltown Studio w/PARKING Included!,63986971,Alice,Downtown,Belltown,47.61433052,-122.3485758,Entire home/apt,99,3,2,10/20/2018,1.87,1,204
28490997,"Downtown Seattle ""Fiona"" Loft",17981722,Doing Right Rentals,Central Area,Minor,47.60280268,-122.3132763,Entire home/apt,129,1,4,10/8/2018,2.26,15,364
28492405,Casa de Vida: Rm Familia. 2 mins to bus->6 to link,1725468,Matt,Rainier Valley,Rainier Beach,47.51307571,-122.2708694,Private room,80,3,0,,,5,87
28493997,"The Seattle Room, 10 min drive to downtown",26967583,Dario,University District,University District,47.66497654,-122.310215,Private room,40,1,2,10/4/2018,1.18,96,40
28495468,"Downtown Seattle ""Doppler"" Studio",17981722,Doing Right Rentals,Central Area,Minor,47.60265326,-122.3130643,Entire home/apt,99,1,5,10/28/2018,3.06,15,334
28499220,"Modern, Spacious Townhome in heart of Seattle",215121392,Winnie,Magnolia,Lawton Park,47.65362806,-122.3851096,Private room,95,1,10,11/9/2018,10,2,83
28512359,Private Room with Space Needle Views,179426133,Tara,Capitol Hill,Broadway,47.62710205,-122.3236402,Private room,125,2,3,11/13/2018,2.14,1,88
28515804,"Sweet, bright family house in Ballard with a view",215228688,Ela & Jeff,Ballard,Sunset Hill,47.68366342,-122.3945921,Entire home/apt,150,2,4,11/4/2018,2.55,1,18
28516872,Queen Anne City Living:: with room to breathe,215233092,Katie,Queen Anne,North Queen Anne,47.6482077,-122.3744006,Entire home/apt,179,2,5,10/28/2018,3.26,1,45
28518533,"Spacious Apartment w/ Private Entrance, 1BR/1.5Bth",6659519,Nathan,Central Area,Atlantic,47.5983128,-122.3077558,Entire home/apt,72,31,0,,,1,72
28518575,Seattle Guest Suite - close to UW and Green Lake,42716825,Amoreena,Other neighborhoods,Ravenna,47.68135608,-122.3102811,Entire home/apt,75,2,3,10/21/2018,1.67,1,67
28521122,"Seattle 4BR home near airport, downtown, stadiums",145720154,Chima,Rainier Valley,Brighton,47.53880807,-122.2749974,Entire home/apt,225,1,0,,,5,79
28522526,Orcas House,215278438,Anita,Seward Park,Seward Park,47.55119086,-122.2680451,Private room,50,1,4,11/11/2018,2.26,1,175
28523155,Artsy Private Suite in the Heart of White Center,7237246,Katy,Delridge,Highland Park,47.51613162,-122.348631,Entire home/apt,50,1,0,,,1,164
28540283,"Downtown Seattle ""Hudson"" Studio",17981722,Doing Right Rentals,Central Area,Minor,47.60273606,-122.3145163,Entire home/apt,99,1,7,10/22/2018,3.82,15,361
28540712,"Seattle, South Park,  Cozy Room in House",43146540,Gary,Other neighborhoods,South Park,47.52525208,-122.3287783,Private room,35,1,7,10/23/2018,3.75,1,359
28541588,3BR Clean and cozy rooms in Beacon hill 碧近山社区温馨住宅,44892301,Jiayi,Beacon Hill,North Beacon Hill,47.57693962,-122.3127845,Private room,135,1,1,10/27/2018,1,3,0
28546858,West Seattle Pool House,215449446,Carol,West Seattle,Seaview,47.54986984,-122.3905114,Entire home/apt,89,2,3,11/4/2018,3,1,82
28548914,"Convenient, cozy and stylish bedroom",1717300,Claire,Capitol Hill,Stevens,47.62381732,-122.3118812,Private room,50,2,3,10/21/2018,1.84,1,77
28558249,Wanderlust Master suite with water views,144703346,Vidya,Queen Anne,West Queen Anne,47.63253917,-122.3719747,Private room,150,1,0,,,3,13
28559210,Near Downtown Lake View Home,20486167,Tilly,Seward Park,Seward Park,47.55917845,-122.2739927,Entire home/apt,150,1,7,11/5/2018,3.96,1,160
28559462,Wanderlust Retreat Room in Queen Anne,144703346,Vidya,Queen Anne,West Queen Anne,47.63257392,-122.3713469,Private room,120,1,0,,,3,1
28559619,Urban jungle with tiny panthers,215540702,J.K.,Central Area,Minor,47.6149521,-122.3042239,Private room,50,2,8,10/30/2018,4.44,1,0
28563844,Private bedroom/bathroom/den/patio in Georgetown,208552119,Ricky,Other neighborhoods,Georgetown,47.55188343,-122.3241652,Private room,55,2,0,,,1,27
28564737,Beautiful Northgate Room,21721762,Anat,Northgate,North College Park,47.70544516,-122.336292,Private room,80,30,0,,,1,179
28565072,Seattle Pinehurst Cove Room+Private Bath,7502116,Jessica,Northgate,Pinehurst,47.72000439,-122.3197311,Private room,45,4,2,11/12/2018,2,1,24
28566204,Fabulous and Friendly 1-BR Apartment,627014,Arlene,Other neighborhoods,Wedgwood,47.68356897,-122.2866937,Entire home/apt,33,30,0,,,2,92
28566845,Furnished Rental 1 BR Suite in Seattle,4124418,Delnaz,Downtown,International District,47.5991361,-122.3287311,Entire home/apt,100,2,2,10/27/2018,1.36,48,359
28581267,*NEW* Stylish Spacious Home Overlooking Lake Wa,74727763,Malinda,Rainier Valley,Mount Baker,47.58420692,-122.2911808,Entire home/apt,250,3,0,,,2,60
28582001,Lake City 3bd Piano House Walkable & Transit,15082394,Jordan,Lake City,Cedar Park,47.71753821,-122.2879577,Entire home/apt,100,1,3,10/28/2018,2.25,18,159
28583775,Charming 3BD West Seattle Junction,15082394,Jordan,West Seattle,Fairmount Park,47.55830707,-122.3824812,Entire home/apt,100,1,5,10/27/2018,3.26,18,80
28584813,Great Apartment,51360375,Alex,Downtown,Belltown,47.61828344,-122.3322588,Private room,140,1,0,,,1,0
28585872,Large Room w/2 Beds in North Seattle + Parking,62547028,Joey,Northgate,Haller Lake,47.72874525,-122.3421793,Private room,45,2,4,11/4/2018,3.53,2,156
28589135,Stylish Bungalow w/Koi Pond & Outdoor Fireplace,181621,Barbara,Other neighborhoods,Wallingford,47.66680223,-122.332378,Entire home/apt,109,1,3,10/7/2018,1.67,1,12
28589781,Modern Studio Apartment for 2 in Phinney Ridge,199557946,David,Other neighborhoods,Phinney Ridge,47.68153444,-122.358379,Entire home/apt,89,2,11,11/12/2018,7.02,1,70
28590150,Ballard Townhouse - private parking garage,215781625,Tom,Ballard,West Woodland,47.67428971,-122.3728729,Entire home/apt,65,1,4,11/11/2018,4,1,66
28590842,"Steps to UW, 2 Baths! super clean and  convenient",3074414,Melissa,University District,University District,47.65840558,-122.3161326,Entire home/apt,150,1,2,10/21/2018,1.13,50,173
28607025,Seattle Housen,31164141,Abdulloh,Other neighborhoods,Broadview,47.72638127,-122.3564523,Private room,48,5,0,,,1,365
28609729,"Cute Cabin Style Home, Sleeps 6",60805143,Rebecca,Cascade,Eastlake,47.6406124,-122.3278195,Entire home/apt,250,3,1,9/23/2018,0.56,14,362
28609889,Cute Comfy Studio in Capitol Hill,82555495,Kate,Capitol Hill,Broadway,47.62210894,-122.3170847,Entire home/apt,110,1,14,11/13/2018,7.78,2,329
28609954,Cozy Greenwood Bungalow,215770791,Meredith,Other neighborhoods,Greenwood,47.6886195,-122.3618613,Entire home/apt,75,4,1,9/24/2018,0.57,1,1
28610416,Apartment with Full Kitchen and Waterfront Access,215929739,Suamhirs,Seward Park,Seward Park,47.5645709,-122.2704434,Entire home/apt,200,1,5,11/12/2018,3.75,1,162
28611764,Quiet Capitol Hill Gem,100777234,Margot,Capitol Hill,Broadway,47.6245418,-122.3138936,Entire home/apt,195,2,1,9/27/2018,0.6,1,59
28612747,Large updated studio on the water,106488,Jason,Cascade,Eastlake,47.65122954,-122.3226331,Entire home/apt,80,1,6,11/11/2018,3.33,2,43
28616999,Private Couples Getaway Studio with Rooftop View,79484383,Tyrone,Other neighborhoods,Roosevelt,47.67510397,-122.3165567,Entire home/apt,59,5,0,,,1,84
28619277,tiny studio in downtown Seattle,127097827,Yurii,Downtown,Yesler Terrace,47.60220165,-122.317815,Private room,70,1,2,10/8/2018,1.28,1,13
28635671,"N. Seattle, Private Suite, separate entrance, pkng",216089859,J.J.,Northgate,Maple Leaf,47.69191047,-122.3214637,Entire home/apt,40,2,7,11/11/2018,3.68,1,343
28636161,Alki Beach Cabin,41164311,Tanya,West Seattle,Alki,47.57345084,-122.4145249,Entire home/apt,143,2,8,11/13/2018,5.22,2,59
28638682,Charming Belltown Condo,214409756,Ale,Downtown,Belltown,47.61769373,-122.3355551,Entire home/apt,275,1,4,11/9/2018,3.43,1,0
28639613,Cozy one bedroom in the CD,158642026,Megan,Central Area,Atlantic,47.59973346,-122.3033545,Entire home/apt,115,1,9,11/10/2018,5.63,1,3
28642261,Comfy Townhouse Suite with Private Bath & Patio,13756308,Alyssa,Beacon Hill,North Beacon Hill,47.58689968,-122.3156889,Private room,115,1,4,11/6/2018,4,2,28
28656754,Cozy one-bedroom home in North Seattle,13681407,Roger,Other neighborhoods,Wedgwood,47.69532487,-122.3036731,Entire home/apt,90,1,14,11/10/2018,7.64,1,31
28664363,North Seattle House,216273725,Matt,Other neighborhoods,Greenwood,47.70202899,-122.3462433,Entire home/apt,89,1,2,10/21/2018,1.11,1,44
28671142,A cozy room in Othello House,180907024,Gyanesh,Beacon Hill,South Beacon Hill,47.53436503,-122.2840388,Private room,35,1,3,10/31/2018,2.2,1,68
28671538,"Central Location, Chic Comfy Studio by Lake Union",25262750,William,Queen Anne,East Queen Anne,47.63549815,-122.3436983,Entire home/apt,86,1,12,11/12/2018,8.57,1,76
28673143,Smart Entertainment Suite Short Walk to Light Rail,147157714,Joshua,Rainier Valley,Dunlap,47.52605274,-122.2781671,Private room,100,1,4,10/21/2018,2.55,1,362
28677425,Immaculate west seattle studio close to the beach,216363005,Galina,West Seattle,Gatewood,47.54135518,-122.3924948,Entire home/apt,69,2,1,9/25/2018,0.58,1,0
